date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:11:16	9775/9775	---M--	200	added ('OK')	text/html	etag:%2262985bdf-262f%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/HTML/INDEX.HTM	(from )
00:11:16	153/153	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Oct%202023%2022:11:09%20GMT	https://ead.murciaeduca.es/robots.txt		(from )
00:11:16	10124/10124	---M--	200	added ('OK')	text/css	etag:%225e409181-278c%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/base.css	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/CSS/BASE.CSS	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:17	21457/21457	---M--	200	added ('OK')	text/css	etag:%225f319534-53d1%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/content.css	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/CSS/CONTENT.CSS	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:17	5563/5563	---M--	200	added ('OK')	text/css	etag:%225f319536-15bb%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/nav.css	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/CSS/NAV.CSS	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:18	318/318	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2257698fdc-13e%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/favicon.ico	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/ICO/FAVICON.ICO	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:18	92596/92596	---M--	200	added ('OK')	application/x-javascript	etag:%2257837d9d-169b4%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/exe_jquery.js	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/JS/EXE_JQUE.JS	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:18	679/679	---M--	200	added ('OK')	application/x-javascript	etag:%225e409182-2a7%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/common_i18n.js	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/JS/COMMON_I.JS	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:19	38682/38682	---M--	200	added ('OK')	application/x-javascript	etag:%225eb15efc-971a%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/common.js	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/JS/COMMON.JS	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:19	12043/12043	---M--	200	added ('OK')	text/html	etag:%2262985be6-2f0b%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/1_introduccin.html	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/HTML/1_INTROD.HTM	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:20	12698/12698	---M--	200	added ('OK')	text/html	etag:%2262985be6-319a%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/2_conceptos_sobre_hilos.html	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/HTML/2_CONCEP.HTM	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:20	13504/13504	---M--	200	added ('OK')	text/html	etag:%2262985be6-34c0%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/21_recursos_compartidos_por_los_hilos.html	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/HTML/21_RECUR.HTM	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:21	12002/12002	---M--	200	added ('OK')	text/html	etag:%2262985be6-2ee2%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/22_ventajas_y_uso_de_hilos.html	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/HTML/22_VENTA.HTM	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:21	9471/9471	---M--	200	added ('OK')	text/html	etag:%2262985be6-24ff%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/3_multihilo_en_java_libreras_y_clases.html	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/HTML/3_MULTIH.HTM	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:21	11159/11159	---M--	200	added ('OK')	text/html	etag:%2262985be6-2b97%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/31_utilidades_de_concurrencia_del_paquete_javalang.html	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/HTML/31_UTILI.HTM	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
00:11:21	10272/10272	---M--	200	added ('OK')	text/html	etag:%2262985be6-2820%22	https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/32_utilidades_de_concurrencia_del_paquete_javautilconcurrent.html	D:/Documentos/Mis%20lugares%20web/PSP02/WEB/HTML/32_UTILI.HTM	(from https://ead.murciaeduca.es/pluginfile.php/1432783/mod_resource/content/1/PSP02_Contenidos_Web/index.html)
