date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:56:49	8277/8277	---M--	200	added ('OK')	text/html	etag:%2262985ae3-2055%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html	D:/Documentos/Mis%20lugares%20web/AD07/web/html/index.html	(from )
22:56:49	153/153	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Sep%202023%2020:56:46%20GMT	https://ead.murciaeduca.es/robots.txt		(from )
22:56:49	10124/10124	---M--	200	added ('OK')	text/css	etag:%225e409181-278c%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/base.css	D:/Documentos/Mis%20lugares%20web/AD07/web/css/base.css	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:49	21457/21457	---M--	200	added ('OK')	text/css	etag:%225f319534-53d1%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/content.css	D:/Documentos/Mis%20lugares%20web/AD07/web/css/content.css	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:50	5563/5563	---M--	200	added ('OK')	text/css	etag:%225f319536-15bb%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/nav.css	D:/Documentos/Mis%20lugares%20web/AD07/web/css/nav.css	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:50	318/318	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2257698fdc-13e%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/favicon.ico	D:/Documentos/Mis%20lugares%20web/AD07/web/ico/favicon.ico	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:50	92596/92596	---M--	200	added ('OK')	application/x-javascript	etag:%2257837d9d-169b4%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/exe_jquery.js	D:/Documentos/Mis%20lugares%20web/AD07/web/js/exe_jquery.js	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:50	679/679	---M--	200	added ('OK')	application/x-javascript	etag:%225e409182-2a7%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/common_i18n.js	D:/Documentos/Mis%20lugares%20web/AD07/web/js/common_i18n.js	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:51	38682/38682	---M--	200	added ('OK')	application/x-javascript	etag:%225eb15efc-971a%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/common.js	D:/Documentos/Mis%20lugares%20web/AD07/web/js/common.js	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:51	14381/14381	---M--	200	added ('OK')	text/html	etag:%2262985ae5-382d%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/1_concepto_de_componente_caractersticas.html	D:/Documentos/Mis%20lugares%20web/AD07/web/html/1_concepto_de_componente_caractersticas.html	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:51	11594/11594	---M--	200	added ('OK')	text/html	etag:%2262985ae5-2d4a%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/2_propiedades_y_atributos.html	D:/Documentos/Mis%20lugares%20web/AD07/web/html/2_propiedades_y_atributos.html	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:51	16343/16343	---M--	200	added ('OK')	text/html	etag:%2262985ae5-3fd7%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/3_editores_de_propiedades.html	D:/Documentos/Mis%20lugares%20web/AD07/web/html/3_editores_de_propiedades.html	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:52	12695/12695	---M--	200	added ('OK')	text/html	etag:%2262985ae5-3197%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/4_eventos_asociacin_de_acciones_a_eventos.html	D:/Documentos/Mis%20lugares%20web/AD07/web/html/4_eventos_asociacin_de_acciones_a_eventos.html	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:52	11591/11591	---M--	200	added ('OK')	text/html	etag:%2262985ae5-2d47%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/5_introspeccin_reflexin.html	D:/Documentos/Mis%20lugares%20web/AD07/web/html/5_introspeccin_reflexin.html	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:52	11467/11467	---M--	200	added ('OK')	text/html	etag:%2262985ae5-2ccb%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/6_persistencia_del_componente.html	D:/Documentos/Mis%20lugares%20web/AD07/web/html/6_persistencia_del_componente.html	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
22:56:52	13688/13688	---M--	200	added ('OK')	text/html	etag:%2262985ae5-3578%22	https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/7_propiedades_simples_e_indexadas.html	D:/Documentos/Mis%20lugares%20web/AD07/web/html/7_propiedades_simples_e_indexadas.html	(from https://ead.murciaeduca.es/pluginfile.php/1431922/mod_resource/content/4/AD07_Contenidos_Web/index.html)
